index_name,index_value,Company Report Name,Year,Predicted_label,Score
EmployeeParticipationInDevelopmentAndJobQualificationTraining.2021,100,Vena-Energy-Sustainability-Report-_HighRes,2023,Development & Training,8
EmployeeParticipationInDevelopmentAndJobQualificationTraining.2022,100,Vena-Energy-Sustainability-Report-_HighRes,2023,Development & Training,8
EmployeeParticipationInDevelopmentAndJobQualificationTraining.2023,100,Vena-Energy-Sustainability-Report-_HighRes,2023,Development & Training,8
PerformanceAppraisalCompleted.2023,100,Vena-Energy-Sustainability-Report-_HighRes,2023,Development & Training,10
StaffReturnedAfterParentalLeave.2022,90,Vena-Energy-Sustainability-Report-_HighRes,2023,Development & Training,9
TotalHealthAndSafetyTrainingHours.2020,74276,Vena-Energy-Sustainability-Report-_HighRes,2023,Development & Training,7
TotalHealthAndSafetyTrainingHours.2021,140911,Vena-Energy-Sustainability-Report-_HighRes,2023,Development & Training,7
TotalHealthAndSafetyTrainingHours.2022,163660,Vena-Energy-Sustainability-Report-_HighRes,2023,Development & Training,6
TotalHealthAndSafetyTrainingHours.2023,164932,Vena-Energy-Sustainability-Report-_HighRes,2023,Development & Training,5
TotalTrainingHoursAsPercentageOfTotalManhoursWorked.2020,1.5,Vena-Energy-Sustainability-Report-_HighRes,2023,Development & Training,6
TotalTrainingHoursAsPercentageOfTotalManhoursWorked.2021,1.9,Vena-Energy-Sustainability-Report-_HighRes,2023,Development & Training,6
TotalTrainingHoursAsPercentageOfTotalManhoursWorked.2022,2,Vena-Energy-Sustainability-Report-_HighRes,2023,Development & Training,6
TotalTrainingHoursAsPercentageOfTotalManhoursWorked.2023,2.2,Vena-Energy-Sustainability-Report-_HighRes,2023,Development & Training,4
EmployeesRecognisedThroughSafetyRewardProgram.2020,55,Vena-Energy-Sustainability-Report-_HighRes,2023,Occupational Health & Safety,7
EmployeesRecognisedThroughSafetyRewardProgram.2021,133,Vena-Energy-Sustainability-Report-_HighRes,2023,Occupational Health & Safety,6
EmployeesRecognisedThroughSafetyRewardProgram.2022,106,Vena-Energy-Sustainability-Report-_HighRes,2023,Occupational Health & Safety,6
EmployeesRecognisedThroughSafetyRewardProgram.2023,170,Vena-Energy-Sustainability-Report-_HighRes,2023,Occupational Health & Safety,6
FirstAidCasesRate.2019,1.1,Vena-Energy-Sustainability-Report-_HighRes,2023,Occupational Health & Safety,9
LostTimeInjuryRate.2019,0.05,Vena-Energy-Sustainability-Report-_HighRes,2023,Occupational Health & Safety,8
LostTimeInjuryRate.2020,0.12,Vena-Energy-Sustainability-Report-_HighRes,2023,Occupational Health & Safety,8
LostTimeInjuryRate.2021,0.16,Vena-Energy-Sustainability-Report-_HighRes,2023,Occupational Health & Safety,8
LostTimeInjuryRate.2022,0.15,Vena-Energy-Sustainability-Report-_HighRes,2023,Occupational Health & Safety,8
LostTimeInjuryRate.2023,0.05,Vena-Energy-Sustainability-Report-_HighRes,2023,Occupational Health & Safety,8
NumberOfHoursContributed.2021,3324,Vena-Energy-Sustainability-Report-_HighRes,2023,Development & Training,6
NumberOfHoursContributed.2023,3026,Vena-Energy-Sustainability-Report-_HighRes,2023,Development & Training,8
Number of Directors.2020,6,Vena-Energy-Sustainability-Report-_HighRes,2023,Board Composition,7
Number of Directors.2021,6,Vena-Energy-Sustainability-Report-_HighRes,2023,Board Composition,7
Number of Directors.2022,5,Vena-Energy-Sustainability-Report-_HighRes,2023,Board Composition,8
Number of Board Meetings.2021,4,Vena-Energy-Sustainability-Report-_HighRes,2023,Board Composition,5
Compliance training participation (%).2020,100,Vena-Energy-Sustainability-Report-_HighRes,2023,Development & Training,9
Compliance training participation (%).2021,98,Vena-Energy-Sustainability-Report-_HighRes,2023,Development & Training,10
Compliance training participation (%).2022,99,Vena-Energy-Sustainability-Report-_HighRes,2023,Development & Training,8
Compliance training participation (%).2023,98,Vena-Energy-Sustainability-Report-_HighRes,2023,Development & Training,9
2023.energy_generation_TWh,4.5,Vena-Energy-Sustainability-Report-_HighRes,2023,Energy Consumption(GJ),5
png.GHG_emissions_avoided,9,Vena-Energy-Sustainability-Report-_HighRes,2023,Greenhouse Gas Emissions(“GHG”),5
png.average_training_hours_per_employee,49,Vena-Energy-Sustainability-Report-_HighRes,2023,Development & Training,7
GHG_Emissions.absolute_reduction,33,ST-Engineering-Sustainability-Report,2020,Greenhouse Gas Emissions(“GHG”),7
GHG_Emissions.intensity_reduction,44,ST-Engineering-Sustainability-Report,2020,Greenhouse Gas Emissions(“GHG”),7
Anti_Bribery_Corruption_Training.trained_staff_percentage,98,ST-Engineering-Sustainability-Report,2020,Development & Training,9
Anti_Bribery_Corruption_Training.trained_staff_count,12810,ST-Engineering-Sustainability-Report,2020,Development & Training,6
png.value_added_per_employment_cost,1.54,ST-Engineering-Sustainability-Report,2020,Economic Performance,7
absolute_GHG_emissions_reduction.percentage,33,ST-Engineering-Sustainability-Report,2020,Greenhouse Gas Emissions(“GHG”),7
GHG_emissions_intensity_reduction.percentage,44,ST-Engineering-Sustainability-Report,2020,Greenhouse Gas Emissions(“GHG”),7
reduction_target.percentage,36,ST-Engineering-Sustainability-Report,2020,Greenhouse Gas Emissions(“GHG”),4
GHG_emissions_reduction.tonnes_CO2e,3610,ST-Engineering-Sustainability-Report,2020,Greenhouse Gas Emissions(“GHG”),4
water_consumption_intensity_increase.percentage,4.4,ST-Engineering-Sustainability-Report,2020,Water Consumption,5
material_and_waste_recycled.percentage,54,ST-Engineering-Sustainability-Report,2020,Waste Generation,6
material_and_waste_recycled.total_tonnes,11700,ST-Engineering-Sustainability-Report,2020,Waste Generation,7
2018.Water_Consumption,664,ST-Engineering-Sustainability-Report,2020,Water Consumption,7
2019.Water_Consumption,656,ST-Engineering-Sustainability-Report,2020,Water Consumption,7
2020.Water_Consumption,717,ST-Engineering-Sustainability-Report,2020,Water Consumption,7
Waste_Recycled_SGP.Waste_Oil,45.3,ST-Engineering-Sustainability-Report,2020,Waste Generation,6
Waste_Recycled_SGP.Metal,34.1,ST-Engineering-Sustainability-Report,2020,Waste Generation,7
Waste_Recycled_SGP.Wood_Crates_Pallets,15.2,ST-Engineering-Sustainability-Report,2020,Waste Generation,7
Waste_Recycled_SGP.Tyres,2.4,ST-Engineering-Sustainability-Report,2020,Waste Generation,4
Waste_Recycled_SGP.Paper_Carton,1.8,ST-Engineering-Sustainability-Report,2020,Waste Generation,4
Waste_Recycled_SGP.Batteries,0.9,ST-Engineering-Sustainability-Report,2020,Waste Generation,8
Waste_Recycled_SGP.Electronic_Waste,0.3,ST-Engineering-Sustainability-Report,2020,Waste Generation,8
Reducing_Engine_Test_Cell_Fuel_Consumption.Fuel_Consumption_Reduction,20,ST-Engineering-Sustainability-Report,2020,Energy Consumption(GJ),7
png.airblast_coolers_energy_reduction,80,ST-Engineering-Sustainability-Report,2020,Energy Consumption(GJ),8
png.economic_contributions,6.7,ST-Engineering-Sustainability-Report,2020,Economic Performance,7
png.EconomicContributions2020,6.7,ST-Engineering-Sustainability-Report,2020,Economic Performance,7
GroupEconomicContribution.EmployeeWagesSalariesBenefits,1941,ST-Engineering-Sustainability-Report,2020,Economic Performance,4
GroupEconomicContribution.DividendsAndInterestPaid,518,ST-Engineering-Sustainability-Report,2020,Economic Performance,4
GroupEconomicContribution.GovtTaxesAndLevies,30,ST-Engineering-Sustainability-Report,2020,Economic Performance,3
GroupEconomicContribution.Total,6669,ST-Engineering-Sustainability-Report,2020,Economic Performance,6
png.2020_trained_employees,300,ST-Engineering-Sustainability-Report,2020,Development & Training,3
png.trained_engineers_technicians,3000,ST-Engineering-Sustainability-Report,2020,Development & Training,7
png.employees_upskill_reskill,5000,ST-Engineering-Sustainability-Report,2020,Development & Training,7
Annual Report.Page,93,ST-Engineering-Sustainability-Report,2020,Alignment with Frameworks And Disclosure Practices,9
Hired Fresh Graduates.Number,157,ST-Engineering-Sustainability-Report,2020,Development & Training,7
Employees_by_Sector_2020.Group_Corporate_Office,5,ST-Engineering-Sustainability-Report,2020,Management Diversity,2
Employees_by_Geography_2020.Singapore,64,ST-Engineering-Sustainability-Report,2020,Board Composition,5
Employees_by_Geography_2020.North_America,22,ST-Engineering-Sustainability-Report,2020,Board Composition,2
Employees.Male,79,ST-Engineering-Sustainability-Report,2020,Management Diversity,9
AverageTrainingPerEmployee.Overall,16.3,ST-Engineering-Sustainability-Report,2020,Development & Training,8
AverageTrainingPerEmployee.Male,17.8,ST-Engineering-Sustainability-Report,2020,Development & Training,7
AverageTrainingPerEmployee.Female,10.9,ST-Engineering-Sustainability-Report,2020,Development & Training,7
PeopleManagers.MaleEmployees,16,ST-Engineering-Sustainability-Report,2020,Management Diversity,7
EmployeesByQualification.DegreeOrEquivalent,39,ST-Engineering-Sustainability-Report,2020,Development & Training,4
EmployeesByQualification.DiplomaOrEquivalent,18,ST-Engineering-Sustainability-Report,2020,Development & Training,3
EmployeesByQualification.OOrALevelsOrEquivalent,18,ST-Engineering-Sustainability-Report,2020,Development & Training,7
EmployeesByQualification.BelowOLevelsOrEquivalent,4,ST-Engineering-Sustainability-Report,2020,Development & Training,8
EmployeesByAge.30AndBelow,14,ST-Engineering-Sustainability-Report,2020,Age-Based Diversity(existing employees by age group),7
EmployeesByAge.40To50,27,ST-Engineering-Sustainability-Report,2020,Age-Based Diversity (existing employees by age group),6
EmployeesByAge.50To60,23,ST-Engineering-Sustainability-Report,2020,Age-Based Diversity(existing employees by age group),6
EmployeesByAge.Above60,10,ST-Engineering-Sustainability-Report,2020,Age-Based Diversity (existing employees by age group),7
2020.AccidentFrequencyRate,0.8,ST-Engineering-Sustainability-Report,2020,Occupational Health & Safety,7
2020.AccidentSeverityRate,17.2,ST-Engineering-Sustainability-Report,2020,Occupational Health & Safety,6
InjuryCauses.FallingFromHeightsAndStruckByObjects,22,ST-Engineering-Sustainability-Report,2020,Occupational Health & Safety,8
2020.NoiseInducedDeafnessCases,0,ST-Engineering-Sustainability-Report,2020,Occupational Health & Safety,8
2020.OccupationalDiseasesOccurrences,0,ST-Engineering-Sustainability-Report,2020,Occupational Health & Safety,10
Occupational_Health_Performance_Indicators.Workplace_Safety_Health_Activities_Organised,70,ST-Engineering-Sustainability-Report,2020,Occupational Health & Safety,7
Occupational_Health_Performance_Indicators.At_Risk_Staff_Respiratory_Protection_Training,100,ST-Engineering-Sustainability-Report,2020,Occupational Health & Safety,8
Occupational_Health_Performance_Indicators.New_Occupational_Diseases_Cases,0,ST-Engineering-Sustainability-Report,2020,Occupational Health & Safety,10
Occupational_Health_Performance_Indicators.New_Advanced_Noise_Induced_Deafness_Cases,0,ST-Engineering-Sustainability-Report,2020,Occupational Health & Safety,10
Occupational_Health_Performance_Indicators.At_Risk_Staff_Audiometric_Examination,100,ST-Engineering-Sustainability-Report,2020,Occupational Health & Safety,9
Breakdown_of_Safety_Incidents.Falls_from_Height,21,ST-Engineering-Sustainability-Report,2020,Occupational Health & Safety,6
Breakdown_of_Safety_Incidents.Struck_by_Objects,21,ST-Engineering-Sustainability-Report,2020,Occupational Health & Safety,4
Breakdown_of_Safety_Incidents.Cuts_Stabbed_by_Objects,17,ST-Engineering-Sustainability-Report,2020,Occupational Health & Safety,4
Breakdown_of_Safety_Incidents.Caught_in_Between,12,ST-Engineering-Sustainability-Report,2020,Occupational Health & Safety,8
Breakdown_of_Safety_Incidents.Slips_Trips_and_Falls,12,ST-Engineering-Sustainability-Report,2020,Occupational Health & Safety,6
Breakdown_of_Safety_Incidents.Machinery_in_Motion,7,ST-Engineering-Sustainability-Report,2020,Occupational Health & Safety,4
Breakdown_of_Safety_Incidents.Burns,5,ST-Engineering-Sustainability-Report,2020,Occupational Health & Safety,6
Breakdown_of_Safety_Incidents.Contact_with_Chemicals,3,ST-Engineering-Sustainability-Report,2020,Occupational Health & Safety,2
Breakdown_of_Safety_Incidents.Fractures,2,ST-Engineering-Sustainability-Report,2020,Occupational Health & Safety,4
ContributionsByType2020.EmployeesTime,0.6,ST-Engineering-Sustainability-Report,2020,Development & Training,6
png.Temasek Foundation Volunteers,200,ST-Engineering-Sustainability-Report,2020,Development & Training,7
png.MSc_students_involved,2,ST-Engineering-Sustainability-Report,2020,Development & Training,3
png.interns_involved,10,ST-Engineering-Sustainability-Report,2020,Development & Training,10
png.apprentices,50,ST-Engineering-Sustainability-Report,2020,Development & Training,5
png.un_sdg,16,ST-Engineering-Sustainability-Report,2020,Development & Training,7
2020.employees_trained_percentage,98,ST-Engineering-Sustainability-Report,2020,Development & Training,7
Anti-Bribery_and_Corruption_Training.2018,7863,ST-Engineering-Sustainability-Report,2020,Development & Training,8
Anti-Bribery_and_Corruption_Training.2019,9106,ST-Engineering-Sustainability-Report,2020,Development & Training,7
Anti-Bribery_and_Corruption_Training.2020,12810,ST-Engineering-Sustainability-Report,2020,Development & Training,8
png.NumberOfBoardCommittees,6,ST-Engineering-Sustainability-Report,2020,Board Composition,8
Board Meetings.2020,5,ST-Engineering-Sustainability-Report,2020,Board Composition,5
meetings_held_FY2020.Board,5,ST-Engineering-Sustainability-Report,2020,Board Composition,3
meetings_held_FY2020.RD&T,2,ST-Engineering-Sustainability-Report,2020,Development & Training,4
meetings_held_FY2020.RSC,5,ST-Engineering-Sustainability-Report,2020,Alignment with Frameworks And Disclosure Practices,5
board_composition.total_directors,11,ST-Engineering-Sustainability-Report,2020,Board Composition,8
board_composition.alternate_director,1,ST-Engineering-Sustainability-Report,2020,Board Composition,5
director_types.independent_non_executive,7,ST-Engineering-Sustainability-Report,2020,Board Composition,7
director_types.non_independent_non_executive,3,ST-Engineering-Sustainability-Report,2020,Board Composition,6
director_types.executive_director_group_president_ceo,1,ST-Engineering-Sustainability-Report,2020,Board Composition,7
board_independence.independent_directors,7,ST-Engineering-Sustainability-Report,2020,Board Composition,7
board_independence.non_executive_directors,10,ST-Engineering-Sustainability-Report,2020,Board Composition,7
png.Retiring_Directors_Info_Pages[0],20,ST-Engineering-Sustainability-Report,2020,Board Composition,9
png.directors_fees_cash_percentage,70,ST-Engineering-Sustainability-Report,2020,Board Composition,7
png.directors_fees_shares_percentage,30,ST-Engineering-Sustainability-Report,2020,Board Composition,3
PrivateSectorFY2020.BoardBasicRetainerFee,75000,ST-Engineering-Sustainability-Report,2020,Board Composition,3
AuditCommittee.Chairman,52000,ST-Engineering-Sustainability-Report,2020,Board Composition,5
AuditCommittee.Member,29000,ST-Engineering-Sustainability-Report,2020,Board Composition,9
ERCC_SFC_RD&T_RSC.Chairman,35000,ST-Engineering-Sustainability-Report,2020,Board Composition,7
OtherCommitteesIncludingNC.Chairman,29000,ST-Engineering-Sustainability-Report,2020,Board Composition,7
PublicSectorNEDFeesFY2020.DeputyChairman_ChairmanExecutiveCommittee_ChairmanAuditCommittee,33750,ST-Engineering-Sustainability-Report,2020,Board Composition,7
PublicSectorNEDFeesFY2020.MemberExecutiveCommittee_MemberAuditCommittee_ChairmanOfOtherBoardCommittees,22500,ST-Engineering-Sustainability-Report,2020,Board Composition,3
AdditionalInformation.NEDsRemunerationFY2019,1724587,ST-Engineering-Sustainability-Report,2020,Board Composition,7
VincentChongSyFeng.Benefits,130015,ST-Engineering-Sustainability-Report,2020,Board Composition,7
NonExecutiveDirectors[0].CashBased,489857,ST-Engineering-Sustainability-Report,2020,Board Composition,7
NonExecutiveDirectors[0].ShareBased,209938,ST-Engineering-Sustainability-Report,2020,Board Composition,3
NonExecutiveDirectors[0].Total,699795,ST-Engineering-Sustainability-Report,2020,Board Composition,7
NonExecutiveDirectors[1].CashBased,4106,ST-Engineering-Sustainability-Report,2020,Board Composition,7
NonExecutiveDirectors[1].Total,4106,ST-Engineering-Sustainability-Report,2020,Board Composition,6
NonExecutiveDirectors[2].CashBased,10497,ST-Engineering-Sustainability-Report,2020,Board Composition,7
NonExecutiveDirectors[2].Total,10497,ST-Engineering-Sustainability-Report,2020,Board Composition,7
NonExecutiveDirectors[3].CashBased,113459,ST-Engineering-Sustainability-Report,2020,Board Composition,7
NonExecutiveDirectors[3].ShareBased,48625,ST-Engineering-Sustainability-Report,2020,Board Composition,7
NonExecutiveDirectors[3].Total,162084,ST-Engineering-Sustainability-Report,2020,Board Composition,8
NonExecutiveDirectors[4].CashBased,132557,ST-Engineering-Sustainability-Report,2020,Board Composition,7
NonExecutiveDirectors[4].ShareBased,56810,ST-Engineering-Sustainability-Report,2020,Board Composition,7
NonExecutiveDirectors[4].Total,189367,ST-Engineering-Sustainability-Report,2020,Board Composition,6
NonExecutiveDirectors[5].CashBased,112268,ST-Engineering-Sustainability-Report,2020,Board Composition,4
NonExecutiveDirectors[5].ShareBased,48115,ST-Engineering-Sustainability-Report,2020,Board Composition,8
NonExecutiveDirectors[5].Total,160383,ST-Engineering-Sustainability-Report,2020,Board Composition,8
NonExecutiveDirectors[6].CashBased,45384,ST-Engineering-Sustainability-Report,2020,Board Composition,7
NonExecutiveDirectors[6].ShareBased,19450,ST-Engineering-Sustainability-Report,2020,Board Composition,3
NonExecutiveDirectors[6].Total,64834,ST-Engineering-Sustainability-Report,2020,Board Composition,7
NonExecutiveDirectors[7].CashBased,10497,ST-Engineering-Sustainability-Report,2020,Board Composition,7
NonExecutiveDirectors[7].Total,10497,ST-Engineering-Sustainability-Report,2020,Board Composition,8
NonExecutiveDirectors[8].CashBased,20994,ST-Engineering-Sustainability-Report,2020,Board Composition,7
NonExecutiveDirectors[8].Total,20994,ST-Engineering-Sustainability-Report,2020,Board Composition,7
NonExecutiveDirectors[9].CashBased,138184,ST-Engineering-Sustainability-Report,2020,Board Composition,7
NonExecutiveDirectors[9].ShareBased,59222,ST-Engineering-Sustainability-Report,2020,Board Composition,3
NonExecutiveDirectors[9].Total,197406,ST-Engineering-Sustainability-Report,2020,Board Composition,5
NonExecutiveDirectors[10].CashBased,112059,ST-Engineering-Sustainability-Report,2020,Board Composition,7
NonExecutiveDirectors[10].ShareBased,48025,ST-Engineering-Sustainability-Report,2020,Board Composition,5
NonExecutiveDirectors[10].Total,160084,ST-Engineering-Sustainability-Report,2020,Board Composition,7
NonExecutiveDirectors[11].CashBased,1189862,ST-Engineering-Sustainability-Report,2020,Board Composition,7
NonExecutiveDirectors[11].ShareBased,490185,ST-Engineering-Sustainability-Report,2020,Board Composition,5
NonExecutiveDirectors[11].Total,1680047,ST-Engineering-Sustainability-Report,2020,Board Composition,8
NonExecutiveDirectors.TotalCashBased,32500,ST-Engineering-Sustainability-Report,2020,Board Composition,4
NonExecutiveDirectors.Total,32500,ST-Engineering-Sustainability-Report,2020,Board Composition,8
RemunerationRanges[3].min,1250000,ST-Engineering-Sustainability-Report,2020,Economic Performance,8
png.fees_paid_external_auditors_2020,4.3,ST-Engineering-Sustainability-Report,2020,Assurance of Sustainability Report,6
Shareholdings_by_Type_2020.Temasek_Holdings,50.8,ST-Engineering-Sustainability-Report,2020,Board Composition,5
Shareholdings_by_Type_2020.Institutional,30.1,ST-Engineering-Sustainability-Report,2020,Board Composition,3
Introduction.About this report,5,Maxeon Solar Technologies,2022,Alignment with Frameworks And Disclosure Practices,7
Environmental.Energy and emissions,19,Maxeon Solar Technologies,2022,Energy Consumption(GJ),7
Environmental.Water management,25,Maxeon Solar Technologies,2022,Water Consumption,6
Environmental.Waste,27,Maxeon Solar Technologies,2022,Waste Generation,6
Social.Occupational health and safety,41,Maxeon Solar Technologies,2022,Occupational Health & Safety,7
Social.Learning and development,50,Maxeon Solar Technologies,2022,Development & Training,6
2020.Joined United Nations Global Compact,TRUE,Maxeon Solar Technologies,2022,Alignment with Frameworks And Disclosure Practices,7
2021.Inaugural Sustainability Report,TRUE,Maxeon Solar Technologies,2022,Alignment with Frameworks And Disclosure Practices,5
2022.Published 2nd Sustainability Report,TRUE,Maxeon Solar Technologies,2022,Alignment with Frameworks And Disclosure Practices,4
Energy Intensity.2020,254,Maxeon Solar Technologies,2022,Energy Consumption(GJ),7
Water Intensity.2020,3874,Maxeon Solar Technologies,2022,Water Consumption,4
Waste Recycling.2020,80,Maxeon Solar Technologies,2022,Waste Generation,7
Waste Recycling.2022 Performance,68,Maxeon Solar Technologies,2022,Waste Generation,7
IncidentsOfCorruption.2020,0,Maxeon Solar Technologies,2022,Ethical Behaviour,10
IncidentsOfCorruption.2022Performance,0,Maxeon Solar Technologies,2022,Ethical Behaviour,10
png.total_emissions,240076.9,Maxeon Solar Technologies,2022,Greenhouse Gas Emissions(“GHG”),3
png.scope_1_emissions,327.9,Maxeon Solar Technologies,2022,Greenhouse Gas Emissions(“GHG”),4
png.scope_2_emissions,239391.1,Maxeon Solar Technologies,2022,Greenhouse Gas Emissions(“GHG”),4
png.scope_3_emissions,357.9,Maxeon Solar Technologies,2022,Greenhouse Gas Emissions(“GHG”),1
reduce_energy_intensity.percentage,10,Maxeon Solar Technologies,2022,Energy Consumption(GJ),5
reduce_emission_intensity.percentage,20,Maxeon Solar Technologies,2022,Greenhouse Gas Emissions(“GHG”),7
png.nitrogen_generation_plant_compressors_optimization_energy_savings_2022,78,Maxeon Solar Technologies,2022,Energy Consumption(GJ),7
png.CDA_supply_pressure_optimization_total_energy_savings,415,Maxeon Solar Technologies,2022,Energy Consumption(GJ),7
png.chemical_dispensing_processes_transition_to_nitrogen_energy_savings,35,Maxeon Solar Technologies,2022,Energy Consumption(GJ),6
png.WWTPs_transition_to_nitrogen_energy_savings,88.7,Maxeon Solar Technologies,2022,Waste Generation,9
png.total_emissions,240076.9,Maxeon Solar Technologies,2022,Greenhouse Gas Emissions(“GHG”),2
png.scope_3_emissions,357.9,Maxeon Solar Technologies,2022,Greenhouse Gas Emissions(“GHG”),4
png.energy_intensity_2022,174.5,Maxeon Solar Technologies,2022,Energy Consumption(GJ),4
png.energy_intensity_reduction_from_2020_baseline,31.3,Maxeon Solar Technologies,2022,Energy Consumption(GJ),6
png.emissions_intensity_reduction_from_2020_baseline,14.8,Maxeon Solar Technologies,2022,Greenhouse Gas Emissions(“GHG”),7
png.emissions_avoidance_2022,16473076,Maxeon Solar Technologies,2022,Greenhouse Gas Emissions(“GHG”),3
water_intensity_reduction_targets.2025,2.5,Maxeon Solar Technologies,2022,Water Consumption,7
water_intensity_reduction_targets.2030,5,Maxeon Solar Technologies,2022,Water Consumption,3
2022.water_withdrawn_m3,4582823.7,Maxeon Solar Technologies,2022,Water Consumption,3
png.water_intensity_m3_per_MW,2601.7,Maxeon Solar Technologies,2022,Water Consumption,5
2025.improvement_percent,2.5,Maxeon Solar Technologies,2022,Economic Performance,7
waste_recycling_increase.2025,5,Maxeon Solar Technologies,2022,Waste Generation,7
waste_recycling_increase.2030,20,Maxeon Solar Technologies,2022,Waste Generation,7
diverted_solid_waste.amount,254,Maxeon Solar Technologies,2022,Waste Generation,4
png.reduction_single_use_bottled_drinks_plastics,50,Maxeon Solar Technologies,2022,Waste Generation,5
png.domestic_waste_collection_malaysia,324,Maxeon Solar Technologies,2022,Waste Generation,4
png.total_waste_produced_2022,14501,Maxeon Solar Technologies,2022,Waste Generation,5
png.hazardous_waste_2022,6597.7,Maxeon Solar Technologies,2022,Waste Generation,9
png.hazardous_waste_percentage,45.5,Maxeon Solar Technologies,2022,Waste Generation,7
png.non_hazardous_waste_percentage,54.5,Maxeon Solar Technologies,2022,Waste Generation,5
png.increase_waste_compared_2020,22.9,Maxeon Solar Technologies,2022,Waste Generation,3
png.waste_diverted_recycling_percentage,67.7,Maxeon Solar Technologies,2022,Waste Generation,7
png.hazardous_waste_recycled_percentage,47.9,Maxeon Solar Technologies,2022,Waste Generation,5
png.non_hazardous_waste_recycled_percentage,84.1,Maxeon Solar Technologies,2022,Waste Generation,8
png.previous_recycling_rate_2020,80,Maxeon Solar Technologies,2022,Waste Generation,8
png.waste_reduction_goal_2025,5,Maxeon Solar Technologies,2022,Waste Generation,6
png.waste_reduction_goal_2030,20,Maxeon Solar Technologies,2022,Waste Generation,7
png.reduction_in_corner_pieces_for_packaging,52,Maxeon Solar Technologies,2022,Waste Generation,7
png.employees_participated,50,Maxeon Solar Technologies,2022,Development & Training,5
Energy Consumption (MWh).2020,276044,Maxeon Solar Technologies,2022,Energy Consumption(GJ),5
Energy Consumption (MWh).2021,240832,Maxeon Solar Technologies,2022,Energy Consumption(GJ),8
Energy Consumption (MWh).2022,370347,Maxeon Solar Technologies,2022,Energy Consumption(GJ),4
Energy Intensity (MWh used per MW produced).2020,254,Maxeon Solar Technologies,2022,Energy Consumption(GJ),7
Energy Intensity (MWh used per MW produced).2021,268,Maxeon Solar Technologies,2022,Energy Consumption(GJ),7
Energy Intensity (MWh used per MW produced).2022,175,Maxeon Solar Technologies,2022,Energy Consumption(GJ),3
Fuel Consumption (MWh).2020,1170,Maxeon Solar Technologies,2022,Energy Consumption(GJ),6
Fuel Consumption (MWh).2021,1795,Maxeon Solar Technologies,2022,Energy Consumption(GJ),7
Fuel Consumption (MWh).2022,1109,Maxeon Solar Technologies,2022,Energy Consumption(GJ),4
LPG Use (MWh).2022,397,Maxeon Solar Technologies,2022,Energy Consumption(GJ),6
"Total Electricity Use (MWh) - Grid, PPA, Onsite.2020",274310,Maxeon Solar Technologies,2022,Energy Consumption(GJ),6
"Total Electricity Use (MWh) - Grid, PPA, Onsite.2021",243440,Maxeon Solar Technologies,2022,Energy Consumption(GJ),7
"Total Electricity Use (MWh) - Grid, PPA, Onsite.2022",305841,Maxeon Solar Technologies,2022,Energy Consumption(GJ),6
Conventional Purchased Electricity – Grid (MWh).2020,266246,Maxeon Solar Technologies,2022,Energy Consumption(GJ),4
Conventional Purchased Electricity – Grid (MWh).2021,238142,Maxeon Solar Technologies,2022,Energy Consumption(GJ),7
Conventional Purchased Electricity – Grid (MWh).2022,292312,Maxeon Solar Technologies,2022,Energy Consumption(GJ),7
Conventional Purchased Electricity – Grid (%).2020,97,Maxeon Solar Technologies,2022,Energy Consumption(GJ),7
Conventional Purchased Electricity – Grid (%).2021,98,Maxeon Solar Technologies,2022,Energy Consumption(GJ),7
Conventional Purchased Electricity – Grid (%).2022,95,Maxeon Solar Technologies,2022,Energy Consumption(GJ),2
Scope 1 Emissions (tCO₂e).2020,399,Maxeon Solar Technologies,2022,Greenhouse Gas Emissions(“GHG”),7
Scope 1 Emissions (tCO₂e).2021,580,Maxeon Solar Technologies,2022,Greenhouse Gas Emissions(“GHG”),3
Scope 1 Emissions (tCO₂e).2022,328,Maxeon Solar Technologies,2022,Greenhouse Gas Emissions(“GHG”),4
Scope 2 Emissions (tCO₂e).2020,173335,Maxeon Solar Technologies,2022,Greenhouse Gas Emissions(“GHG”),7
Scope 2 Emissions (tCO₂e).2021,149282,Maxeon Solar Technologies,2022,Greenhouse Gas Emissions(“GHG”),7
Scope 2 Emissions (tCO₂e).2022,239391,Maxeon Solar Technologies,2022,Greenhouse Gas Emissions(“GHG”),6
Scope 3 Emissions (tCO₂e).2020,328,Maxeon Solar Technologies,2022,Greenhouse Gas Emissions(“GHG”),3
Scope 3 Emissions (tCO₂e).2021,441,Maxeon Solar Technologies,2022,Greenhouse Gas Emissions(“GHG”),2
Scope 3 Emissions (tCO₂e).2022,358,Maxeon Solar Technologies,2022,Greenhouse Gas Emissions(“GHG”),8
Total Emissions (tCO₂e).2020,174062,Maxeon Solar Technologies,2022,Greenhouse Gas Emissions(“GHG”),4
Total Emissions (tCO₂e).2021,150303,Maxeon Solar Technologies,2022,Greenhouse Gas Emissions(“GHG”),5
Total Emissions (tCO₂e).2022,240077,Maxeon Solar Technologies,2022,Greenhouse Gas Emissions(“GHG”),5
GHG Emissions Intensity [tCO₂e used per MW produced].2020,160,Maxeon Solar Technologies,2022,Greenhouse Gas Emissions(“GHG”),7
GHG Emissions Intensity [tCO₂e used per MW produced].2021,167,Maxeon Solar Technologies,2022,Greenhouse Gas Emissions(“GHG”),7
