,index_name,index_value,Company Report Name,Year,Predicted_label,Score
531,ByAgeGroup.30AndBelow,26,ST-Engineering-Sustainability-Report-,2022,Development & Training,3
532,Managers.Male,19,ST-Engineering-Sustainability-Report-,2022,Management Diversity,3
533,ManagementProfile.MalePeopleManagers,15,ST-Engineering-Sustainability-Report-,2022,Management Diversity,8
534,ManagementProfile.FemalePeopleManagers,14,ST-Engineering-Sustainability-Report-,2022,Management Diversity,7
535,ByAgeGroup.30AndBelow,20,ST-Engineering-Sustainability-Report-,2022,Development & Training,6
536,ByAgeGroup.30To40,16,ST-Engineering-Sustainability-Report-,2022,Age-Based Diversity(existing employees by age group),6
537,ByAgeGroup.Above60,10,ST-Engineering-Sustainability-Report-,2022,Age-Based Diversity(existing employees by age group),7
538,ByAgeGroup.30AndBelow,50,ST-Engineering-Sustainability-Report-,2022,Development & Training,7
539,ByAgeGroup.30To40,24,ST-Engineering-Sustainability-Report-,2022,Age-Based Diversity(existing employees by age group),7
540,ByAgeGroup.50To60,10,ST-Engineering-Sustainability-Report-,2022,Age-Based Diversity(existing employees by age group),5
541,TrainingAndDevelopment.TotalTrainingHours,22.5,ST-Engineering-Sustainability-Report-,2022,Development & Training,3
542,AverageTrainingPerEmployee.Male,24.8,ST-Engineering-Sustainability-Report-,2022,Development & Training,7
543,AverageTrainingPerEmployee.Female,14.6,ST-Engineering-Sustainability-Report-,2022,Development & Training,7
544,AverageTrainingPerEmployee.NonExecutive,24.6,ST-Engineering-Sustainability-Report-,2022,Development & Training,4
545,AverageTrainingPerEmployee.Executive,22.6,ST-Engineering-Sustainability-Report-,2022,Development & Training,7
546,AverageTrainingPerEmployee.Manager,16.2,ST-Engineering-Sustainability-Report-,2022,Development & Training,7
547,National WSH Awards 2022.total_awards,10,ST-Engineering-Sustainability-Report-,2022,Occupational Health & Safety,7
548,RecordableSeverityRate.2020,3.8,ST-Engineering-Sustainability-Report-,2022,Occupational Health & Safety,6
549,RecordableSeverityRate.2021,4.7,ST-Engineering-Sustainability-Report-,2022,Occupational Health & Safety,6
550,WorkRelatedInjuries.TotalCases,124,ST-Engineering-Sustainability-Report-,2022,Occupational Health & Safety,4
551,Types.FallsFromHeight,8,ST-Engineering-Sustainability-Report-,2022,Occupational Health & Safety,7
552,WorkRelatedIllHealth.TotalCases,2,ST-Engineering-Sustainability-Report-,2022,Occupational Health & Safety,9
553,2022.students_placed_in_industry_experiential_programme,15,ST-Engineering-Sustainability-Report-,2022,Development & Training,7
554,2022.duration_of_programme_in_weeks,2,ST-Engineering-Sustainability-Report-,2022,Development & Training,1
555,sections[1].section_number,2,ST-Engineering-Sustainability-Report-,2022,Alignment with Frameworks And Disclosure Practices,2
556,GRI_2-8.Sustainability_Report_2022[0],56,ST-Engineering-Sustainability-Report-,2022,Assurance of Sustainability Report,7
557,GRI_2-9.Sustainability_Report_2022[1],8,ST-Engineering-Sustainability-Report-,2022,Assurance of Sustainability Report,7
558,GRI_2-9.Sustainability_Report_2022[2],9,ST-Engineering-Sustainability-Report-,2022,Assurance of Sustainability Report,8
559,GRI_2-12.Sustainability_Report_2022[0],8,ST-Engineering-Sustainability-Report-,2022,Assurance of Sustainability Report,6
560,GRI_2-12.Sustainability_Report_2022[1],9,ST-Engineering-Sustainability-Report-,2022,Assurance of Sustainability Report,7
561,GRI_2-17.Sustainability_Report_2022[0],68,ST-Engineering-Sustainability-Report-,2022,Assurance of Sustainability Report,7
562,GRI_2-23.Sustainability_Report_2022[0],10,ST-Engineering-Sustainability-Report-,2022,Assurance of Sustainability Report,8
563,GRI_2-24.Sustainability_Report_2022[1],73,ST-Engineering-Sustainability-Report-,2022,Assurance of Sustainability Report,7
564,GRI_2-25.Sustainability_Report_2022[0],54,ST-Engineering-Sustainability-Report-,2022,Assurance of Sustainability Report,7
565,GRI_2-27.Sustainability_Report_2022[0],68,ST-Engineering-Sustainability-Report-,2022,Assurance of Sustainability Report,7
566,Direct economic value generated and distributed.Page,27,ST-Engineering-Sustainability-Report-,2022,Economic Performance,7
567,New suppliers that were screened using environmental criteria.Page,34,ST-Engineering-Sustainability-Report-,2022,Alignment with Frameworks And Disclosure Practices,5
568,Negative environmental impacts in the supply chain and actions taken.Page,34,ST-Engineering-Sustainability-Report-,2022,Waste Generation,7
569,Energy consumption within the organisation.Page,38,ST-Engineering-Sustainability-Report-,2022,Energy Consumption(GJ),7
570,GRI 403-2.pages[1],60,ST-Engineering-Sustainability-Report-,2022,Alignment with Frameworks And Disclosure Practices,6
571,GRI 403-3.pages[1],60,ST-Engineering-Sustainability-Report-,2022,Alignment with Frameworks And Disclosure Practices,6
572,GRI 403-3.pages[2],61,ST-Engineering-Sustainability-Report-,2022,Alignment with Frameworks And Disclosure Practices,7
573,GRI 403-6.pages[0],48,ST-Engineering-Sustainability-Report-,2022,Alignment with Frameworks And Disclosure Practices,7
574,GRI 403-6.pages[1],49,ST-Engineering-Sustainability-Report-,2022,Alignment with Frameworks And Disclosure Practices,7
575,GRI 403-7.pages[0],58,ST-Engineering-Sustainability-Report-,2022,Alignment with Frameworks And Disclosure Practices,6
576,GRI 403-7.pages[1],59,ST-Engineering-Sustainability-Report-,2022,Alignment with Frameworks And Disclosure Practices,6
577,GRI 403-7.pages[2],60,ST-Engineering-Sustainability-Report-,2022,Alignment with Frameworks And Disclosure Practices,6
578,GRI 403-7.pages[3],61,ST-Engineering-Sustainability-Report-,2022,Alignment with Frameworks And Disclosure Practices,7
579,GRI 403-8.pages[0],59,ST-Engineering-Sustainability-Report-,2022,Alignment with Frameworks And Disclosure Practices,6
580,GRI 403-9.pages[0],61,ST-Engineering-Sustainability-Report-,2022,Alignment with Frameworks And Disclosure Practices,7
581,GRI 3-3 (Corporate Community Contributions).pages[1],63,ST-Engineering-Sustainability-Report-,2022,Alignment with Frameworks And Disclosure Practices,7
582,GRI 3-3 (Corporate Community Contributions).pages[4],66,ST-Engineering-Sustainability-Report-,2022,Alignment with Frameworks And Disclosure Practices,7
583,GRI 413-1.pages[1],63,ST-Engineering-Sustainability-Report-,2022,Alignment with Frameworks And Disclosure Practices,6
584,GRI 413-1.pages[2],64,ST-Engineering-Sustainability-Report-,2022,Alignment with Frameworks And Disclosure Practices,6
585,GRI 413-1.pages[5],67,ST-Engineering-Sustainability-Report-,2022,Alignment with Frameworks And Disclosure Practices,7
586,GRI 413-2.pages[1],63,ST-Engineering-Sustainability-Report-,2022,Alignment with Frameworks And Disclosure Practices,7
587,GRI 413-2.pages[2],64,ST-Engineering-Sustainability-Report-,2022,Alignment with Frameworks And Disclosure Practices,6
588,GRI 413-2.pages[3],65,ST-Engineering-Sustainability-Report-,2022,Alignment with Frameworks And Disclosure Practices,8
589,GRI 413-2.pages[4],66,ST-Engineering-Sustainability-Report-,2022,Alignment with Frameworks And Disclosure Practices,7
590,GRI 413-2.pages[5],67,ST-Engineering-Sustainability-Report-,2022,Alignment with Frameworks And Disclosure Practices,7
591,GRI 3-3 (Ethical Business and Regulatory Compliance).pages[0],68,ST-Engineering-Sustainability-Report-,2022,Ethical Behaviour,7
592,GRI 3-3 (Ethical Business and Regulatory Compliance).pages[1],69,ST-Engineering-Sustainability-Report-,2022,Ethical Behaviour,7
593,GRI 3-3 (Ethical Business and Regulatory Compliance).pages[3],71,ST-Engineering-Sustainability-Report-,2022,Ethical Behaviour,7
594,GRI 205-2.pages[0],69,ST-Engineering-Sustainability-Report-,2022,Alignment with Frameworks And Disclosure Practices,7
595,GRI 205-2.pages[1],70,ST-Engineering-Sustainability-Report-,2022,Alignment with Frameworks And Disclosure Practices,7
596,GRI 205-2.pages[2],71,ST-Engineering-Sustainability-Report-,2022,Alignment with Frameworks And Disclosure Practices,7
597,GRI 205-3.pages[0],68,ST-Engineering-Sustainability-Report-,2022,Alignment with Frameworks And Disclosure Practices,8
598,GRI 3-3 (Cybersecurity and Data Protection).pages[0],72,ST-Engineering-Sustainability-Report-,2022,Alignment with Frameworks And Disclosure Practices,7
599,GRI 3-3 (Cybersecurity and Data Protection).pages[1],73,ST-Engineering-Sustainability-Report-,2022,Alignment with Frameworks And Disclosure Practices,7
600,GRI 418-1.pages[1],73,ST-Engineering-Sustainability-Report-,2022,Alignment with Frameworks And Disclosure Practices,7
601,UNGC_Labour[0].Sustainability_Report_2022[0],10,ST-Engineering-Sustainability-Report-,2022,Assurance of Sustainability Report,7
602,UNGC_Labour[1].Sustainability_Report_2022[0],10,ST-Engineering-Sustainability-Report-,2022,Assurance of Sustainability Report,8
603,UNGC_Labour[2].Sustainability_Report_2022[0],10,ST-Engineering-Sustainability-Report-,2022,Assurance of Sustainability Report,7
604,UNGC_Labour[3].Sustainability_Report_2022[0],10,ST-Engineering-Sustainability-Report-,2022,Assurance of Sustainability Report,7
605,UNGC_Labour[3].Sustainability_Report_2022[2],54,ST-Engineering-Sustainability-Report-,2022,Assurance of Sustainability Report,7
606,UNGC_Environment[0].Sustainability_Report_2022[0],11,ST-Engineering-Sustainability-Report-,2022,Assurance of Sustainability Report,8
607,UNGC_Environment[0].Sustainability_Report_2022[1],18,ST-Engineering-Sustainability-Report-,2022,Assurance of Sustainability Report,7
608,UNGC_Environment[0].Sustainability_Report_2022[2],19,ST-Engineering-Sustainability-Report-,2022,Assurance of Sustainability Report,7
609,UNGC_Environment[0].Sustainability_Report_2022[3],20,ST-Engineering-Sustainability-Report-,2022,Assurance of Sustainability Report,7
610,UNGC_Environment[0].Sustainability_Report_2022[4],21,ST-Engineering-Sustainability-Report-,2022,Assurance of Sustainability Report,7
611,UNGC_Environment[0].Sustainability_Report_2022[5],22,ST-Engineering-Sustainability-Report-,2022,Assurance of Sustainability Report,9
612,UNGC_Environment[0].Sustainability_Report_2022[7],36,ST-Engineering-Sustainability-Report-,2022,Assurance of Sustainability Report,8
613,UNGC_Environment[0].Sustainability_Report_2022[8],37,ST-Engineering-Sustainability-Report-,2022,Assurance of Sustainability Report,7
614,UNGC_Environment[0].Sustainability_Report_2022[11],40,ST-Engineering-Sustainability-Report-,2022,Assurance of Sustainability Report,7
615,UNGC_Environment[0].Sustainability_Report_2022[12],41,ST-Engineering-Sustainability-Report-,2022,Assurance of Sustainability Report,7
616,UNGC_Environment[1].Sustainability_Report_2022[0],36,ST-Engineering-Sustainability-Report-,2022,Assurance of Sustainability Report,7
617,UNGC_Environment[1].Sustainability_Report_2022[2],38,ST-Engineering-Sustainability-Report-,2022,Assurance of Sustainability Report,8
618,UNGC_Environment[2].Sustainability_Report_2022[0],18,ST-Engineering-Sustainability-Report-,2022,Assurance of Sustainability Report,7
619,UNGC_Environment[2].Sustainability_Report_2022[1],19,ST-Engineering-Sustainability-Report-,2022,Assurance of Sustainability Report,8
620,UNGC_Environment[2].Sustainability_Report_2022[3],21,ST-Engineering-Sustainability-Report-,2022,Assurance of Sustainability Report,7
621,UNGC_Anti_Corruption[0].Sustainability_Report_2022[0],68,ST-Engineering-Sustainability-Report-,2022,Ethical Behaviour,7
622,UNGC_Anti_Corruption[0].Sustainability_Report_2022[1],69,ST-Engineering-Sustainability-Report-,2022,Ethical Behaviour,7
623,UNGC_Anti_Corruption[0].Sustainability_Report_2022[2],70,ST-Engineering-Sustainability-Report-,2022,Ethical Behaviour,7
624,UNGC_Anti_Corruption[0].Sustainability_Report_2022[3],71,ST-Engineering-Sustainability-Report-,2022,Ethical Behaviour,7
625,UNGC_Anti_Corruption[0].Annual_Report_2022[0],80,ST-Engineering-Sustainability-Report-,2022,Ethical Behaviour,8
626,UNGC_Anti_Corruption[0].Annual_Report_2022[1],98,ST-Engineering-Sustainability-Report-,2022,Ethical Behaviour,8
627,UNGC_Anti_Corruption[0].Annual_Report_2022[2],99,ST-Engineering-Sustainability-Report-,2022,Ethical Behaviour,8
628,UNGC_Anti_Corruption[0].Annual_Report_2022[3],101,ST-Engineering-Sustainability-Report-,2022,Ethical Behaviour,9
629,UNGC_Anti_Corruption[0].Annual_Report_2022[4],108,ST-Engineering-Sustainability-Report-,2022,Ethical Behaviour,7
630,1.Sustainability_Report_2022[1],38,ST-Engineering-Sustainability-Report-,2022,Assurance of Sustainability Report,8
631,1.Sustainability_Report_2022[2],39,ST-Engineering-Sustainability-Report-,2022,Assurance of Sustainability Report,6
632,1.Sustainability_Report_2022[0],41,ST-Engineering-Sustainability-Report-,2022,Assurance of Sustainability Report,6
633,2.pages[0],72,ST-Engineering-Sustainability-Report-,2022,Alignment with Frameworks And Disclosure Practices,7
634,1.pages[2],34,ST-Engineering-Sustainability-Report-,2022,Alignment with Frameworks And Disclosure Practices,6
635,1.pages[3],35,ST-Engineering-Sustainability-Report-,2022,Alignment with Frameworks And Disclosure Practices,7
636,1.pages[1],69,ST-Engineering-Sustainability-Report-,2022,Alignment with Frameworks And Disclosure Practices,7
637,3.pages[1],69,ST-Engineering-Sustainability-Report-,2022,Alignment with Frameworks And Disclosure Practices,7
638,PageNumbersInContents.TotalWorkplaceSafetyAndHealth,35,ST-Engineering-Sustainability-Report-,2021,Occupational Health & Safety,4
639,PageNumbersInContents.EconomicPerformance,46,ST-Engineering-Sustainability-Report-,2021,Economic Performance,8
640,PageNumbersInContents.SustainabilityAccountingStandardsBoard,87,ST-Engineering-Sustainability-Report-,2021,Alignment with Frameworks And Disclosure Practices,7
641,GHG_emissions_target.reduction_percentage,50,ST-Engineering-Sustainability-Report-,2021,Greenhouse Gas Emissions(“GHG”),7
642,png.GHG_Emissions_Reduction,30,ST-Engineering-Sustainability-Report-,2021,Greenhouse Gas Emissions(“GHG”),3
643,png.Economic_Contributions,7.2,ST-Engineering-Sustainability-Report-,2021,Economic Performance,7
644,png.Average_Training_Hours_Per_Employee,21,ST-Engineering-Sustainability-Report-,2021,Development & Training,7
645,png.Bribery_and_Corruption_Cases,0,ST-Engineering-Sustainability-Report-,2021,Ethical Behaviour,10
646,certifications[0].ISO,14001,ST-Engineering-Sustainability-Report-,2021,ESG-related Certifications,7
647,certifications[1].ISO,45001,ST-Engineering-Sustainability-Report-,2021,ESG-related Certifications,8
648,certifications[2].ISO,9001,ST-Engineering-Sustainability-Report-,2021,ESG-related Certifications,7
649,GHG_Emissions_Target.Reduction_Percentage,56,ST-Engineering-Sustainability-Report-,2021,Greenhouse Gas Emissions(“GHG”),6
650,Energy_Consumption.2019,744,ST-Engineering-Sustainability-Report-,2021,Energy Consumption(GJ),3
651,Energy_Consumption.2020,739,ST-Engineering-Sustainability-Report-,2021,Energy Consumption(GJ),7
652,Energy_Consumption.2021,778,ST-Engineering-Sustainability-Report-,2021,Energy Consumption(GJ),3
653,water_consumption_intensity_decrease.percentage,15,ST-Engineering-Sustainability-Report-,2021,Water Consumption,6
654,waste_recycling.percentage,78,ST-Engineering-Sustainability-Report-,2021,Waste Generation,8
655,waste_recycling.total_tonnes,5900,ST-Engineering-Sustainability-Report-,2021,Waste Generation,3
656,water_consumption.2019,656,ST-Engineering-Sustainability-Report-,2021,Water Consumption,5
657,water_consumption.2020,717,ST-Engineering-Sustainability-Report-,2021,Water Consumption,6
658,water_consumption.2021,638,ST-Engineering-Sustainability-Report-,2021,Water Consumption,4
659,waste_recycled_percentage.metal,73,ST-Engineering-Sustainability-Report-,2021,Waste Generation,6
660,waste_recycled_percentage.wood,18,ST-Engineering-Sustainability-Report-,2021,Waste Generation,5
661,waste_recycled_percentage.batteries,7,ST-Engineering-Sustainability-Report-,2021,Waste Generation,3
662,waste_recycled_percentage.paper,2,ST-Engineering-Sustainability-Report-,2021,Waste Generation,2
663,emissions_reduction_targets[0].percentage,56,ST-Engineering-Sustainability-Report-,2021,Greenhouse Gas Emissions(“GHG”),6
664,emissions_reduction_targets[1].percentage,16,ST-Engineering-Sustainability-Report-,2021,Greenhouse Gas Emissions(“GHG”),4
665,emissions_reduction_targets[2].percentage,36,ST-Engineering-Sustainability-Report-,2021,Greenhouse Gas Emissions(“GHG”),4
666,png.water_usage_intensity_reduction_target,15,ST-Engineering-Sustainability-Report-,2021,Water Consumption,8
667,png.LaptopsDonated,1000,ST-Engineering-Sustainability-Report-,2021,Development & Training,8
668,png.EwasteRecycledMetricTons,1.5,ST-Engineering-Sustainability-Report-,2021,Waste Generation,2
669,png.value_added_per_employment_cost,1.53,ST-Engineering-Sustainability-Report-,2021,Economic Performance,4
670,png.annual_CO2_savings_tonnes,290000,ST-Engineering-Sustainability-Report-,2021,Greenhouse Gas Emissions(“GHG”),6
671,png.Annual_productivity_savings_manhours,2000,ST-Engineering-Sustainability-Report-,2021,Economic Performance,4
672,png.Estimated_emissions_avoidance_CO2_tons_annually,508000,ST-Engineering-Sustainability-Report-,2021,Greenhouse Gas Emissions(“GHG”),4
673,png.Recovery_and_reuse_water_liters,2000000,ST-Engineering-Sustainability-Report-,2021,Water Consumption,5
674,technology_seminar.attendees,400,ST-Engineering-Sustainability-Report-,2021,Development & Training,6
675,png.employees_utilizing_digital_learning,6000,ST-Engineering-Sustainability-Report-,2021,Development & Training,7
676,png.decommissioned_laptops_donated,1080,ST-Engineering-Sustainability-Report-,2021,Waste Generation,7
677,By Geography.Singapore,63,ST-Engineering-Sustainability-Report-,2021,Alignment with Frameworks And Disclosure Practices,6
678,By Qualification.Diploma or equivalent,18,ST-Engineering-Sustainability-Report-,2021,Development & Training,7
679,By Age Group.30 and below,15,ST-Engineering-Sustainability-Report-,2021,Age-Based Diversity(existing employees by age group),3
680,By Age Group.30+ to 40,26,ST-Engineering-Sustainability-Report-,2021,Age-Based Diversity(existing employees by age group),7
681,By Age Group.40+ to 50,27,ST-Engineering-Sustainability-Report-,2021,Age-Based Diversity(existing employees by age group),7
682,By Age Group.50+ to 60,23,ST-Engineering-Sustainability-Report-,2021,Age-Based Diversity(existing employees by age group),7
683,By Age Group.Above 60,9,ST-Engineering-Sustainability-Report-,2021,Age-Based Diversity(existing employees by age group),7
684,Employees.Male,79,ST-Engineering-Sustainability-Report-,2021,Management Diversity,7
685,Supervised Workers.Male,85,ST-Engineering-Sustainability-Report-,2021,Management Diversity,7
686,Average Training per Employee.Total,21,ST-Engineering-Sustainability-Report-,2021,Development & Training,5
687,Average Training per Employee.Male,24,ST-Engineering-Sustainability-Report-,2021,Development & Training,5
688,Average Training per Employee.Female,11,ST-Engineering-Sustainability-Report-,2021,Development & Training,7
689,People Managers.Male,15,ST-Engineering-Sustainability-Report-,2021,Management Diversity,7
690,png.employees,323,ST-Engineering-Sustainability-Report-,2021,Management Diversity,7
691,png.Accident_Frequency_Rate_2021,1.1,ST-Engineering-Sustainability-Report-,2021,Occupational Health & Safety,8
692,Falls_From_Height_Incidents_Decrease.From,21,ST-Engineering-Sustainability-Report-,2021,Occupational Health & Safety,7
693,Falls_From_Height_Incidents_Decrease.To,12,ST-Engineering-Sustainability-Report-,2021,Occupational Health & Safety,6
694,Occupational_Health_Performance_Indicators.Workplace_Safety_Health_Activities_Organised,112,ST-Engineering-Sustainability-Report-,2021,Occupational Health & Safety,7
695,Occupational_Health_Performance_Indicators.Respiratory_Protection_Training_Attendance,100,ST-Engineering-Sustainability-Report-,2021,Occupational Health & Safety,10
696,Occupational_Health_Performance_Indicators.New_Occupational_Disease_Cases,0,ST-Engineering-Sustainability-Report-,2021,Occupational Health & Safety,10
697,Occupational_Health_Performance_Indicators.Audiometric_Examination_Attendance,100,ST-Engineering-Sustainability-Report-,2021,Occupational Health & Safety,10
698,Occupational_Health_Performance_Indicators.New_Advanced_Noise_Induced_Deafness_Cases,0,ST-Engineering-Sustainability-Report-,2021,Occupational Health & Safety,10
699,SafetyIncidentsBreakdown.CutsStabbedByObjects,15,ST-Engineering-Sustainability-Report-,2021,Occupational Health & Safety,7
700,SafetyIncidentsBreakdown.StruckByObjects,13,ST-Engineering-Sustainability-Report-,2021,Occupational Health & Safety,7
701,SafetyIncidentsBreakdown.FracturesSprainsBackPain,13,ST-Engineering-Sustainability-Report-,2021,Occupational Health & Safety,7
702,SafetyIncidentsBreakdown.CaughtInBetweenObjects,13,ST-Engineering-Sustainability-Report-,2021,Occupational Health & Safety,7
703,SafetyIncidentsBreakdown.FallsFromHeight,12,ST-Engineering-Sustainability-Report-,2021,Occupational Health & Safety,7
704,SafetyIncidentsBreakdown.SlipsTripsAndFalls,12,ST-Engineering-Sustainability-Report-,2021,Occupational Health & Safety,7
705,SafetyIncidentsBreakdown.MachineryInMotion,8,ST-Engineering-Sustainability-Report-,2021,Occupational Health & Safety,6
706,SafetyIncidentsBreakdown.StruckAgainstObjects,8,ST-Engineering-Sustainability-Report-,2021,Occupational Health & Safety,8
707,AccidentFrequencyRate.2019,0.7,ST-Engineering-Sustainability-Report-,2021,Occupational Health & Safety,8
708,AccidentFrequencyRate.2020,0.8,ST-Engineering-Sustainability-Report-,2021,Occupational Health & Safety,9
709,AccidentFrequencyRate.2021,1.1,ST-Engineering-Sustainability-Report-,2021,Occupational Health & Safety,9
710,Halter_Marine_Safety_Achievements.Reduced_Lost_Time_Injuries_Percentage,95,ST-Engineering-Sustainability-Report-,2021,Occupational Health & Safety,8
711,Halter_Marine_Safety_Achievements.Safety_Inspection_Score,8.6,ST-Engineering-Sustainability-Report-,2021,Occupational Health & Safety,9
712,png.PageNumber,40,ST-Engineering-Sustainability-Report-,2021,Alignment with Frameworks And Disclosure Practices,4
713,Group Economic Contribution (S$m).Bought-in material and services,4581,ST-Engineering-Sustainability-Report-,2021,Economic Performance,7
714,"Group Economic Contribution (S$m).Employee wages, salaries and benefits",2122,ST-Engineering-Sustainability-Report-,2021,Economic Performance,8
715,Group Economic Contribution (S$m).Dividends and interest paid,513,ST-Engineering-Sustainability-Report-,2021,Economic Performance,7
716,Group Economic Contribution (S$m).Government taxes and levies,88,ST-Engineering-Sustainability-Report-,2021,Economic Performance,7
717,Group Economic Contribution (S$m).Total,7224,ST-Engineering-Sustainability-Report-,2021,Economic Performance,8
718,png.Total Economic Contributions,7200000000,ST-Engineering-Sustainability-Report-,2021,Economic Performance,3
719,ntuc_education_and_training_fund.annual_contribution,250000,ST-Engineering-Sustainability-Report-,2021,Development & Training,7
720,StayMasked distribution campaign.employees_supported,124,ST-Engineering-Sustainability-Report-,2021,Development & Training,7
721,Engineering Good.decommissioned_laptops_donated,1069,ST-Engineering-Sustainability-Report-,2021,Development & Training,5
722,Internships for STEM Talent.Number,1224,ST-Engineering-Sustainability-Report-,2021,Development & Training,7
723,Shipbuilding Apprenticeship Programme.Apprentices,56,ST-Engineering-Sustainability-Report-,2021,Development & Training,6
724,Shipbuilding Apprenticeship Programme.Since,2022,ST-Engineering-Sustainability-Report-,2021,Development & Training,7
725,Industry Experiential Programme.Students,16,ST-Engineering-Sustainability-Report-,2021,Development & Training,8
726,png.Bribery_Cases_2021,0,ST-Engineering-Sustainability-Report-,2021,Ethical Behaviour,10
727,png.Corruption_Cases_2021,0,ST-Engineering-Sustainability-Report-,2021,Ethical Behaviour,10
728,png.NonMonetary_Sanctions_Environmental_Health_Safety,0,ST-Engineering-Sustainability-Report-,2021,Occupational Health & Safety,5
729,png.Singapore Code of Corporate Governance,2018,ST-Engineering-Sustainability-Report-,2021,Alignment with Frameworks And Disclosure Practices,6
730,png.Board Committees,6,ST-Engineering-Sustainability-Report-,2021,Board Composition,7
731,BoardMembersDetails.Vincent Chong Sy Feng[0],9,ST-Engineering-Sustainability-Report-,2021,Board Composition,8
732,BoardMembersDetails.Vincent Chong Sy Feng[1],9,ST-Engineering-Sustainability-Report-,2021,Board Composition,8
733,BoardMembersDetails.Vincent Chong Sy Feng[2],1,ST-Engineering-Sustainability-Report-,2021,Board Composition,8
734,BoardMembersDetails.Vincent Chong Sy Feng[3],1,ST-Engineering-Sustainability-Report-,2021,Board Composition,8
735,BoardMembersDetails.Vincent Chong Sy Feng[4],5,ST-Engineering-Sustainability-Report-,2021,Board Composition,7
736,BoardMembersDetails.Vincent Chong Sy Feng[5],5,ST-Engineering-Sustainability-Report-,2021,Board Composition,7
737,BoardMembersDetails.Vincent Chong Sy Feng[6],2,ST-Engineering-Sustainability-Report-,2021,Board Composition,8
738,BoardMembersDetails.Vincent Chong Sy Feng[7],2,ST-Engineering-Sustainability-Report-,2021,Board Composition,8
739,BoardMembersDetails.Vincent Chong Sy Feng[8],2,ST-Engineering-Sustainability-Report-,2021,Board Composition,8
740,BoardMembersDetails.Vincent Chong Sy Feng[9],2,ST-Engineering-Sustainability-Report-,2021,Board Composition,5
741,BoardMembersDetails.Kwa Chong Seng[0],9,ST-Engineering-Sustainability-Report-,2021,Board Composition,8
742,BoardMembersDetails.Kwa Chong Seng[1],9,ST-Engineering-Sustainability-Report-,2021,Board Composition,7
743,BoardMembersDetails.Kwa Chong Seng[2],3,ST-Engineering-Sustainability-Report-,2021,Board Composition,8
744,BoardMembersDetails.Kwa Chong Seng[3],3,ST-Engineering-Sustainability-Report-,2021,Board Composition,8
745,BoardMembersDetails.Kwa Chong Seng[4],3,ST-Engineering-Sustainability-Report-,2021,Board Composition,8
746,BoardMembersDetails.Kwa Chong Seng[5],3,ST-Engineering-Sustainability-Report-,2021,Board Composition,7
747,BoardMembersDetails.Kwa Chong Seng[6],2,ST-Engineering-Sustainability-Report-,2021,Board Composition,8
748,BoardMembersDetails.Kwa Chong Seng[7],2,ST-Engineering-Sustainability-Report-,2021,Board Composition,7
749,BoardMembersDetails.Kwa Chong Seng[8],2,ST-Engineering-Sustainability-Report-,2021,Board Composition,8
750,BoardMembersDetails.Kwa Chong Seng[9],2,ST-Engineering-Sustainability-Report-,2021,Board Composition,3
751,BoardMembersDetails.Kevin Kwok Khien[1],1,ST-Engineering-Sustainability-Report-,2021,Board Composition,8
752,BoardMembersDetails.Kevin Kwok Khien[2],1,ST-Engineering-Sustainability-Report-,2021,Board Composition,8
753,BoardMembersDetails.Kevin Kwok Khien[3],1,ST-Engineering-Sustainability-Report-,2021,Board Composition,8
754,BoardMembersDetails.Leong Weng Keong Joseph[0],9,ST-Engineering-Sustainability-Report-,2021,Board Composition,7
755,BoardMembersDetails.Leong Weng Keong Joseph[1],9,ST-Engineering-Sustainability-Report-,2021,Board Composition,7
756,BoardMembersDetails.Leong Weng Keong Joseph[2],2,ST-Engineering-Sustainability-Report-,2021,Board Composition,1
757,BoardMembersDetails.Leong Weng Keong Joseph[3],2,ST-Engineering-Sustainability-Report-,2021,Board Composition,8
758,BoardMembersDetails.Lim Ah Doo[0],8,ST-Engineering-Sustainability-Report-,2021,Board Composition,8
759,BoardMembersDetails.Lim Ah Doo[1],9,ST-Engineering-Sustainability-Report-,2021,Board Composition,4
760,BoardMembersDetails.Lim Ah Doo[2],4,ST-Engineering-Sustainability-Report-,2021,Board Composition,8
761,BoardMembersDetails.Lim Ah Doo[3],5,ST-Engineering-Sustainability-Report-,2021,Board Composition,8
762,BoardMembersDetails.Lim Ah Doo[4],2,ST-Engineering-Sustainability-Report-,2021,Board Composition,7
763,BoardMembersDetails.Lim Ah Doo[5],2,ST-Engineering-Sustainability-Report-,2021,Board Composition,7
764,BoardMembersDetails.Lim Ah Doo[6],2,ST-Engineering-Sustainability-Report-,2021,Board Composition,8
765,BoardMembersDetails.Lim Ah Doo[7],2,ST-Engineering-Sustainability-Report-,2021,Board Composition,7
766,BoardMembersDetails.Lim Chin Hu[0],9,ST-Engineering-Sustainability-Report-,2021,Board Composition,9
767,BoardMembersDetails.Lim Chin Hu[1],9,ST-Engineering-Sustainability-Report-,2021,Board Composition,8
768,BoardMembersDetails.Lim Chin Hu[2],3,ST-Engineering-Sustainability-Report-,2021,Board Composition,8
769,BoardMembersDetails.Lim Chin Hu[3],3,ST-Engineering-Sustainability-Report-,2021,Board Composition,7
770,BoardMembersDetails.Lim Chin Hu[4],3,ST-Engineering-Sustainability-Report-,2021,Board Composition,8
771,BoardMembersDetails.Lim Chin Hu[5],3,ST-Engineering-Sustainability-Report-,2021,Board Composition,7
